col1,col2,col3,col4
15353,8051,486,2822
19696,7116,14840,29935
19000,19347,5985,20337
12272,10518,28439,5430
16308,1846,3351,4395
11318,10112,23615,12796
13315,6223,15426,17829
739,4982,14919,22981
14653,25601,4739,8312
673,16214,8352,27204
9460,13912,29746,27000
11376,25926,16206,26757
17775,27249,22533,16360
26164,9810,25301,6203
2659,28777,21030,29824
5511,7444,1669,4998
24552,8709,10427,5382
13993,24875,15181,28521
17794,3105,7222,6976
15159,3621,24591,26188
17653,6398,6311,13531
1402,3109,27205,22480
5239,22865,22520,4450
5791,28159,21023,10697
19467,13315,29375,18568
23134,6869,2286,23049
28112,17588,22125,28323
12001,21587,29709,27647
2217,2783,9709,5754
28484,24673,9807,15195
15057,18320,21948,542
963,3359,9418,9775
2278,1532,27300,12579
3854,26237,3202,20945
18628,24853,16787,27786
15869,10296,18306,20067
26926,25624,7964,9587
17768,17028,25646,93
13087,95,19234,14558
7009,28733,21301,9799
17439,23215,23843,24878
1977,29822,17899,12836
16841,28475,13612,15742
9547,21565,16069,10139
14127,28122,16381,11922
3824,4999,14605,20384
24970,15056,19705,25897
6746,24640,5861,2968
28284,540,28076,16670
28453,28852,22550,21381
17684,29707,20184,12121
23859,15562,23289,3321
4304,1434,24338,25266
6596,19453,29926,19414
13101,9068,24140,9764
11492,6195,21441,18181
22100,19924,4107,362
28204,4410,3870,21335
8100,6797,13459,13809
18698,15502,2831,50
6152,24139,24384,29239
27793,24997,17806,15716
8406,2762,9056,11192
27509,16569,5060,1841
9601,5390,27936,12202
21737,3626,121,9856
14907,13886,17018,20800
27982,29639,23747,10022
8790,21272,1961,4979
19379,414,20852,6288
10560,24820,20750,13129
15787,710,21106,18114
24619,13232,22726,29244
27265,22410,11287,24694
8370,3580,25343,15734
28356,3047,5983,24197
14367,1877,17923,8049
25665,1556,23231,726
23996,20350,7077,1125
13297,1937,19366,1107
2453,205,5227,16890
13037,29532,28454,4010
27151,27557,4789,25744
5453,13353,9006,16742
28120,25374,20362,11061
12345,26519,15138,12050
22689,28905,7639,28755
22971,10221,4062,16582
29043,4541,11633,192
9568,24330,6873,25264
20454,20767,15862,10227
4805,277,4660,19974
29848,14448,19775,27720
15797,18833,10792,14003
3084,14038,9686,23241
12932,5474,19988,4756
155,28531,22730,9977
7263,24962,20456,29531
7216,27621,16898,8492
14301,3848,21175,14447
326,24551,19125,5043
5286,28103,3433,26637
8048,18735,26734,19085
22330,14990,15234,23552
6589,5628,28905,13105
8075,18009,10452,4232
5419,11915,8640,597
15876,5673,8588,10602
10338,28502,28923,2759
12350,7939,17990,10862
9629,6202,6857,29306
1285,28996,29835,1390
10981,29312,18769,27118
28056,25349,3512,28665
14963,2330,13462,3714
8392,14595,11830,4693
1862,25162,25655,16481
8312,16639,25194,16453
4522,8083,26537,14726
15422,6996,27892,1406
15261,19009,8117,12098
29372,20438,29541,9912
20665,15019,7793,6437
9704,3797,27115,10866
26906,22380,13746,14156
18003,16834,9062,19884
13142,3725,26196,4611
20511,16134,19570,24237
12995,5612,4845,25204
12479,16507,6933,18034
19475,20143,24427,572
9287,9780,13605,25135
23027,17223,23314,22405
26225,24651,1216,2645
15169,4233,20495,14454
5054,13611,282,24770
18993,29359,26205,2566
27624,14583,992,16801
25295,18,9963,17813
11407,19942,26626,4485
6775,16582,17321,2223
7465,8185,6087,28667
21271,9510,25941,28008
1681,9012,29800,23580
4425,8670,2260,7608
22501,9880,5820,22450
2274,3348,9327,11271
26709,11525,27623,16859
12221,27669,29536,26719
3866,8059,21117,17724
16846,26418,14824,7460
22102,4925,21477,20736
8817,13966,24310,19058
5277,22299,11624,6490
641,19319,6978,21322
4269,24457,22507,27756
325,19257,21736,29336
23404,12378,10797,28154
26279,17076,28448,25351
26088,24180,24161,27767
21704,1958,6530,19860
10269,12752,451,8395
25327,28,28495,19227
26855,4697,27275,9287
11153,19754,20310,24552
16647,24544,14515,18577
12529,17048,26276,19174
29968,16904,28895,24811
14336,15762,25870,16041
15652,27246,8908,12500
17907,9228,13458,14173
3319,20016,22276,9907
4955,27155,11322,26367
947,7022,6771,19478
2282,3495,20666,9940
24939,3332,17878,4575
2533,12479,1617,14971
7962,26702,11930,16157
2802,9201,25184,14338
24816,1190,10844,24202
5873,23594,15286,3468
20025,18349,25153,20257
25606,3855,18799,8717
25593,6630,11399,19524
27870,22244,26193,3976
12416,1410,5045,496
19322,3946,16276,5138
18459,15608,10533,10105
27752,14955,4096,29555
4010,4368,23104,10905
19037,15008,25354,412
20962,18754,983,19851
26201,3824,22051,415
28610,10255,25894,16085
11010,14745,17322,18631
7742,6885,9795,14575
16711,8882,25756,16917
15971,25671,9739,27896
20294,1765,29720,14997
5045,25415,13605,24680
7414,6153,26469,1870
4053,16184,6897,10128
18092,21659,24197,7067
20241,22459,16658,18187
21151,2770,21551,25514
730,24578,28673,7109
296,184,8756,11848
5914,5928,7281,6707
24677,8568,17245,9899
19793,1205,3556,21886
9844,9138,995,16202
15107,19142,2392,13873
1917,22340,29015,14874
28560,14577,24799,25730
24471,14266,12314,25267
23016,19714,22076,22707
10672,7255,27769,17575
1554,24363,28950,14409
14934,19445,22112,11285
916,29469,23176,26266
14989,19108,16081,21745
21858,5132,29166,11790
15467,7249,17653,29205
15752,3748,12002,10728
15106,8706,11598,5599
29659,25867,28206,6139
4888,12915,13316,24521
3477,18560,24717,2246
6760,16763,18555,8697
26329,1772,26935,21328
26594,19680,7093,28863
12737,13577,19405,18505
18847,6878,26094,7850
16435,4953,24134,555
2432,6092,19181,27320
28091,7872,23568,14758
1644,18758,19368,6851
20810,6557,11997,26233
25549,28476,29151,26965
25454,21545,19455,15324
6487,22948,8661,15098
15818,23200,16196,25735
24959,4424,22198,23201
13676,23329,21174,9335
13978,10287,22761,26151
19137,10960,27895,4465
11277,29006,1351,27033
13282,23491,10542,28320
26693,2296,15664,16497
4526,8485,2693,6187
6027,21273,21858,26782
17088,20613,11951,7296
27922,27991,9037,3102
24709,18869,28341,8798
20875,18553,23160,10983
6045,19267,25341,17238
22810,9534,4337,21656
26306,29461,8024,3381
26368,15119,23358,5125
16730,5677,11694,2378
24592,12189,12694,20447
12501,29593,24021,24707
3686,9658,22457,21586
8544,26076,19876,25562
22482,21429,29798,27970
313,14106,3865,14956
20756,9480,29000,22056
9735,4482,28989,13531
18367,17415,13631,6344
23176,8563,15598,11470
25724,26416,3324,18193
17644,9432,5687,1947
8947,26394,27740,2391
835,2786,29337,11672
6485,18983,21828,24237
27973,15567,12486,7666
24258,2326,29081,11381
17657,8781,8155,20497
23947,19830,14527,12050
14548,20661,20231,26074
462,25989,1675,8960
7236,7423,42,2313
28633,29936,13718,5880
2025,1659,13705,13775
20375,24186,6905,5031
23696,14134,29684,27696
20597,14223,29023,24692
25513,1027,593,10725
8618,23628,23466,9296
4106,20533,12831,25199
22797,20327,19036,25269
23658,8256,17278,11442
29330,1863,8063,28535
26654,26307,7945,4489
6531,3371,22091,7313
11685,20810,24089,22048
3689,3163,16606,5322
5139,16180,22571,26288
16192,11271,1246,9039
14005,11032,28827,9649
17568,8648,23649,25617
29092,13342,15548,5849
17001,2343,256,9580
28339,2547,9457,5817
27112,28801,1934,5438
25809,1211,4076,8544
26410,12116,4182,13286
8755,18304,7858,19506
25059,9610,13334,13148
13097,27113,746,14709
2560,25634,14899,18555
26833,18242,26273,11201
26642,10142,1876,28887
10696,29817,24600,28248
19298,26680,9623,13868
9599,22604,23637,17591
17155,19784,17260,18035
15582,28410,1781,25505
14228,11534,22657,16929
9988,21247,4129,24682
20828,17630,9137,19521
25078,11138,16710,17349
956,27568,23563,20648
21333,19117,14192,2808
19040,15839,21433,20444
16722,16696,28395,3913
18537,17487,22394,22613
21822,23788,27736,25431
23833,18085,18227,21685
2779,7043,19602,2378
2817,2649,13970,25542
29191,20291,19688,14137
2201,3990,27285,8354
14361,9562,28530,17420
26425,24091,16538,26778
29258,19127,22415,20054
2963,29433,23693,21154
13412,8571,24367,6510
8905,9937,2747,6419
8478,2292,4050,18055
12290,19291,17997,850
22509,20357,18922,9322
6533,23063,10003,7316
18383,20576,3470,4799
16963,26768,3570,29753
14102,25842,6958,11779
5963,25308,8805,16605
5885,10683,7138,15377
7932,1379,3744,14778
2930,16517,9443,29506
22346,1903,2372,21556
26567,202,20871,1546
19022,18250,13486,4204
9064,5197,7704,28929
12565,18629,2369,10752
24874,14986,6265,5945
13573,17631,7192,12886
9996,11173,11985,4535
17192,28728,8575,25009
7095,200,10226,1080
29408,29301,20726,20374
4191,28894,10124,15776
18346,19731,19718,28694
12665,29669,5208,15079
15338,11362,7835,2995
13512,28162,20001,27870
2031,24533,23211,28805
14478,7908,4378,20267
3330,1508,282,17115
13235,177,28771,29242
24849,2257,19461,10911
21024,27825,9296,15292
24409,1420,24917,12577
10458,1791,581,3366
26707,14946,7810,1151
9960,28515,12697,19123
22214,14981,23458,29406
25300,22994,27803,24332
10239,14475,4424,17220
16462,14364,11056,27972
9732,13205,10553,11523
27066,23,3670,17936
3345,5435,9048,12881
3003,24590,18894,9376
12930,7056,7772,22468
26748,27509,28602,19984
15067,7500,4238,4696
15794,1784,4851,5380
18083,10976,21873,69
11225,4861,15043,29776
27480,4805,14621,15024
23896,15329,21342,24311
13876,7921,18958,28337
18912,4078,763,4618
696,2454,9259,18067
22836,8893,6217,13351
2143,11287,8449,19904
20239,8966,3858,24669
3166,18959,17335,24588
9854,3404,18344,23204
2584,10198,15029,2358
28686,10290,7046,1945
2711,21721,764,16218
4417,18020,720,20477
13538,705,28880,13461
19950,28226,27837,14220
3444,18920,27667,4301
11654,12991,4804,6186
14212,2261,13442,17123
14956,11687,25703,25297
11049,24220,7976,22322
22944,21015,3566,12873
3962,7832,29730,18322
24882,22962,11279,12588
7959,11869,12047,23751
19189,17555,18355,26083
16549,26754,25385,25017
5583,20338,18336,5619
5007,18205,10871,6262
5313,23060,28569,25783
21921,19426,24934,17699
16482,26576,27828,28919
12030,28075,23251,11045
12181,10462,23587,12198
2359,20046,5026,21725
2466,17384,22384,3213
3059,10938,13787,2768
848,6917,144,23473
8929,7147,19594,28411
14377,22192,13136,27604
16239,26270,11800,14472
21497,14568,10913,18760
14950,6812,20060,17094
24730,5957,21936,7448
21563,8443,17562,17265
8349,12070,7896,28717
13962,3853,22255,17342
20778,9919,26013,8172
14119,14905,12097,25886
2315,10486,16009,4355
11615,17232,2240,4826
20071,10050,8190,26214
446,15824,26494,3169
2506,10147,19774,6103
28886,19205,6159,3555
6917,19520,3412,4959
9089,19193,18791,29530
10060,13015,7334,2625
3540,5155,5777,20841
16537,21855,1514,24473
16780,16373,8614,22433
2240,11747,1871,18896
6334,5465,18523,8097
5223,26092,29129,21247
25577,2851,22602,28855
28031,17529,13,359
13870,6501,11835,22664
18825,10157,21614,1965
4486,28908,12729,16886
10437,18261,16837,21883
11990,25855,11490,13795
2922,22015,12547,9593
11104,20948,28023,3344
20820,7219,23193,15549
3242,27814,2144,23446
25872,24596,20586,4239
2982,10115,29708,11027
13713,24285,23828,21504
20074,26192,9565,23481
10659,4455,1457,28666
9635,16674,21929,17644
3078,331,12105,15956
12606,8854,7035,235
28863,3073,13631,25178
2887,10095,3782,22631
23487,18787,14553,5807
12439,10873,4303,3364
26132,2009,4464,26393
5544,14339,14765,16306
3145,15826,23723,10886
20559,184,27242,4295
11555,25565,19018,3306
24969,26360,17659,19493
17338,15825,1675,3921
9584,29811,23338,14840
29162,1615,845,22392
24733,11945,29092,27393
17273,22825,2815,28096
3164,27765,8816,7313
3975,24999,6727,4569
27481,28279,7148,20873
24481,19559,9861,5620
4514,17260,4515,19059
11851,14550,5820,4368
4717,23668,26427,5353
3716,4126,11790,22094
12549,1477,2557,26979
14521,20960,8990,25778
6877,19294,2500,18185
8372,5389,29599,6959
18478,15912,12945,9146
21244,18199,8970,444
1984,12638,9114,28622
12812,9150,10694,10582
18648,251,9890,3354
8896,15823,9005,23527
17243,12421,12421,27771
28784,9040,20340,29724
17699,10356,29560,19240
29161,18173,20906,15872
25444,1932,27014,12367
17037,28246,15697,9100
7559,28609,19043,9661
16140,29870,1843,15394
12810,1654,5250,10094
28272,21483,11391,7591
12941,27421,9253,20662
1721,1929,28368,13960
7918,21781,28810,27161
9043,24437,25375,9564
18426,25021,19100,28169
27517,14150,6877,12674
14866,17938,19639,28532
23142,7930,17799,17507
3545,9245,26031,6143
25900,12633,9990,1386
179,25027,2621,10591
12635,2124,12250,27665
9600,6933,16536,4939
26220,29271,23274,1643
21048,17941,29998,23530
1819,18379,14549,24812
17006,8370,18935,7767
25823,21375,97,16789
2385,23538,24359,6064
27546,14293,2283,19719
20148,23540,11994,22670
28785,10411,14704,3706
24928,18663,16931,15631
8447,16273,12741,11064
11932,25270,3325,29997
29555,4450,7075,4927
15653,16010,903,13629
8173,15900,29756,29483
29115,18808,21676,14377
23957,512,15322,28281
11881,21840,522,9513
17390,16507,25592,7997
21994,18351,24742,3098
11599,16417,13088,24558
25038,8994,8563,18892
22445,11933,6653,22522
17830,21236,12286,16697
11895,12185,28287,24837
27715,7430,19592,4315
2507,7758,17257,11169
15888,24266,8042,12383
1902,6715,2731,8959
12876,914,15742,25836
19465,26244,26330,11977
27790,7645,13311,22462
23543,13074,18741,13760
10335,4945,26936,18936
12539,18094,27525,15465
279,28407,28073,12065
334,12617,7781,19062
15205,5920,19317,15645
2205,191,5792,4938
9626,7704,23665,9705
3910,27455,23281,2592
28226,19897,15334,14842
23171,6838,6600,12943
17665,16614,16770,28759
19850,14925,16895,22902
26343,26367,11486,11166
13269,22310,19016,20104
1341,18942,3474,6207
25420,4153,2291,28315
15279,26110,28890,10202
28323,18275,27686,20396
8912,23710,21706,21476
19358,23294,6368,19474
12473,1481,7656,11060
273,7765,13373,20371
5202,26427,13334,26239
4579,25453,22964,27824
14765,6798,6202,7215
2419,24024,7422,28192
11689,29623,19377,6635
25763,18568,14872,28951
20386,29447,630,27963
13580,9690,21239,6010
3998,2385,15603,681
18218,4972,29183,3776
22954,28684,22225,22793
431,20217,17749,24315
20439,15756,9368,14437
3533,9265,23445,28200
3526,16424,13877,778
1569,3036,3048,1799
23821,15245,7038,9196
10935,15188,12839,9247
24244,9295,16074,21306
22310,7,21753,19147
19625,25686,2153,29465
7350,10433,24527,19446
25046,1198,7325,28626
19682,20359,22309,17514
11622,17197,12450,23423
15348,28061,24352,1263
18217,557,14860,3772
24915,7249,6449,13204
9280,3370,28002,7917
8179,11,18489,1220
10452,12591,774,24859
22046,20918,7414,28449
25127,1623,19956,16462
28438,10590,29728,17321
15265,9393,13193,3195
3073,27449,14466,1619
25866,25637,18561,4585
20285,14918,19511,16650
6561,20701,24438,6506
20594,28157,26688,5590
29095,12796,5123,27567
857,1027,13508,18689
22430,15821,13495,22451
21234,7391,3435,27479
6100,8169,29521,1796
15891,315,10548,23580
50,22378,9026,6834
17352,2034,5669,20761
26765,3561,11807,20527
15489,15338,6660,2534
3080,10826,11261,16290
16123,21544,9201,11823
1096,21145,29428,3821
14074,4240,27569,13142
27966,18407,15374,6459
27099,8092,9684,4928
20937,29386,15590,2298
28075,23644,29741,24331
4787,12996,28438,14963
10905,22382,13425,8559
13547,16297,22459,18343
59,1783,6225,21983
18296,10821,7191,7326
10003,9120,5059,10108
23915,28862,15461,4101
9918,29531,13041,21657
3782,3723,7672,8797
21669,1729,11198,27892
15518,22606,13089,13545
2647,17010,9682,11834
3494,29386,5911,14754
24045,2821,13553,5421
16485,2112,9270,27865
23732,1200,12728,542
29123,10761,647,1255
28522,25336,25110,21550
13452,9618,17823,12462
29623,5424,6364,1081
14440,22740,15873,27964
7000,26760,628,9450
6938,2955,22553,17714
25623,4793,3741,18337
23747,3199,25525,27320
13902,6557,16597,5940
1180,22286,24674,4807
12998,6511,19893,13480
12207,17442,23894,10487
15466,1477,22590,16200
18785,4132,3148,14798
16793,19875,23329,8360
1087,22279,5767,11311
12216,21562,24949,25994
3956,8849,11840,27208
2510,2326,22131,15265
24154,15527,7053,779
18204,14200,26542,85
8351,15070,9991,12591
28305,5020,9599,19906
9951,17907,12654,20782
10435,16475,7031,17216
20187,22179,7579,28097
12921,23845,911,29817
1431,16152,578,17759
11360,26049,9102,6764
27614,8775,23756,9388
3368,1144,13835,18664
13884,29404,9759,7711
8887,23286,17616,15844
18243,16364,11811,28233
29106,25148,4232,20580
5582,5234,25919,17106
12373,24099,24911,26903
5019,816,8076,16663
14788,12065,24502,4964
22104,13021,12155,23144
24803,28211,29949,16701
14978,2288,28734,21787
11595,26171,19776,24578
7453,10714,16398,4523
22690,28809,21766,21942
12136,28583,23749,19761
4549,14672,21701,3399
25535,6561,27967,21494
22851,3233,10334,10117
15023,24066,24488,18467
11719,16715,15872,23468
12682,23055,15067,7984
4319,1932,23846,17950
11452,17183,6734,18780
12643,10548,13704,15211
8384,19531,7209,2942
12590,11764,18575,26235
16120,4512,22789,29811
9740,16128,26035,22434
16345,28560,27546,20854
17692,11856,20012,16141
5446,8368,5742,11821
22831,22972,13145,4161
16889,676,156,16824
9595,13371,3343,12903
12066,7038,27975,16210
28545,7342,8953,26942
21927,16210,14932,28819
13593,22035,28463,4527
471,4455,5549,6521
3680,24954,3529,15978
10252,20252,27320,1307
3999,3039,17860,7934
10206,16939,16217,9266
9963,3164,4796,8605
663,16365,27544,20166
24924,5195,15467,21628
15417,12702,18135,1610
